stateName,agencyName,year,totalSpending,prevTotalSpending,yoyPCT
Colorado,Federal Election Commission,2021,1405157.6,145800,863.756927
Colorado,Federal Election Commission,2022,101317.63,1405157.6,-92.789589
Colorado,Federal Election Commission,2023,319679.97,101317.63,215.52255
Colorado,Federal Election Commission,2024,36222.41,319679.97,-88.669164
Colorado,Federal Election Commission,2025,37834.2,36222.41,4.449703
Colorado,Federal Mediation and Conciliation Service,2018,11167,NULL,NULL
Colorado,Federal Mediation and Conciliation Service,2019,11502,11167,2.99991
Colorado,Federal Mediation and Conciliation Service,2020,11845.2,11502,2.983828
Colorado,Federal Mediation and Conciliation Service,2021,116390,11845.2,882.592104
Colorado,Federal Mediation and Conciliation Service,2022,6500,116390,-94.415327
Colorado,Federal Mediation and Conciliation Service,2023,21275,6500,227.307692
Colorado,Federal Mediation and Conciliation Service,2024,0,21275,-100
Colorado,Federal Mediation and Conciliation Service,2025,45101.15,0,NULL
Colorado,Federal Trade Commission,2019,24750,NULL,NULL
Colorado,Federal Trade Commission,2020,100525,24750,306.161616
Colorado,Federal Trade Commission,2021,81200,100525,-19.224073
Colorado,Federal Trade Commission,2022,0,81200,-100
Colorado,Federal Trade Commission,2023,81523.16,0,NULL
Colorado,Federal Trade Commission,2024,41000,81523.16,-49.707543
Colorado,Federal Trade Commission,2025,0,41000,-100
Colorado,Institute of Museum and Library Services,2019,4414150.42,NULL,NULL
Colorado,Institute of Museum and Library Services,2020,4601750.34,4414150.42,4.249966
Colorado,Institute of Museum and Library Services,2021,9140445.27,4601750.34,98.629751
Colorado,Institute of Museum and Library Services,2022,5515489.05,9140445.27,-39.65842
Colorado,Institute of Museum and Library Services,2023,4034554.09,5515489.05,-26.850474
Colorado,Institute of Museum and Library Services,2024,4250618.33,4034554.09,5.355343
Colorado,Institute of Museum and Library Services,2025,3520004.5,4250618.33,-17.188412
Colorado,International Trade Commission,2020,119000,NULL,NULL
Colorado,International Trade Commission,2021,238000,119000,100
Colorado,International Trade Commission,2022,19834,238000,-91.666386
Colorado,International Trade Commission,2023,185775,19834,836.649188
Colorado,International Trade Commission,2024,190449.54,185775,2.516237
Colorado,International Trade Commission,2025,208085.51,190449.54,9.260179
Colorado,John F. Kennedy Center for the Performing Arts,2020,12337.88,NULL,NULL
Colorado,Merit Systems Protection Board,2021,0,NULL,NULL
Colorado,Merit Systems Protection Board,2022,0,0,NULL
Colorado,Millennium Challenge Corporation,2023,70170.99,NULL,NULL
Colorado,Millennium Challenge Corporation,2024,2500,70170.99,-96.437274
Colorado,National Aeronautics and Space Administration,2019,1411122214,NULL,NULL
Colorado,National Aeronautics and Space Administration,2020,1422949983,1411122214,0.838181
Colorado,National Aeronautics and Space Administration,2021,1198000287,1422949983,-15.808686
Colorado,National Aeronautics and Space Administration,2022,1008426086,1198000287,-15.82422
Colorado,National Aeronautics and Space Administration,2023,905228642.2,1008426086,-10.233515
Colorado,National Aeronautics and Space Administration,2024,902935040.6,905228642.2,-0.253372
Colorado,National Aeronautics and Space Administration,2025,1052305125,902935040.6,16.542727
Colorado,National Archives and Records Administration,2019,134327.22,NULL,NULL
Colorado,National Archives and Records Administration,2020,75385.76,134327.22,-43.879014
Colorado,National Archives and Records Administration,2021,103489.33,75385.76,37.279679
Colorado,National Archives and Records Administration,2022,102051.47,103489.33,-1.389379
Colorado,National Archives and Records Administration,2023,549421.74,102051.47,438.377095
Colorado,National Archives and Records Administration,2024,1987865.01,549421.74,261.810402
Colorado,National Archives and Records Administration,2025,174600,1987865.01,-91.216707
Colorado,National Credit Union Administration,2019,39500,NULL,NULL
Colorado,National Credit Union Administration,2020,29907.79,39500,-24.284075
Colorado,National Credit Union Administration,2021,6184.75,29907.79,-79.320605
Colorado,National Credit Union Administration,2022,50700,6184.75,719.758276
Colorado,National Credit Union Administration,2023,0,50700,-100
Colorado,National Credit Union Administration,2024,50000,0,NULL
Colorado,National Endowment for the Arts,2019,4386736.67,NULL,NULL
Colorado,National Endowment for the Arts,2020,7090659.99,4386736.67,61.638605
Colorado,National Endowment for the Arts,2021,7698136.04,7090659.99,8.56727
Colorado,National Endowment for the Arts,2022,6802408.04,7698136.04,-11.635647
Colorado,National Endowment for the Arts,2023,5842966.02,6802408.04,-14.104446
Colorado,National Endowment for the Arts,2024,5216132.82,5842966.02,-10.727996
Colorado,National Endowment for the Arts,2025,4654190.02,5216132.82,-10.773168
Colorado,National Endowment for the Humanities,2019,2674263,NULL,NULL
Colorado,National Endowment for the Humanities,2020,3487921,2674263,30.425504
Colorado,National Endowment for the Humanities,2021,3948552.04,3487921,13.206464
Colorado,National Endowment for the Humanities,2022,3184682.67,3948552.04,-19.345556
Colorado,National Endowment for the Humanities,2023,1605165.39,3184682.67,-49.59732
Colorado,National Endowment for the Humanities,2024,2095867.92,1605165.39,30.570216
Colorado,National Endowment for the Humanities,2025,742116.72,2095867.92,-64.591436
Colorado,National Labor Relations Board,2019,25160.14,NULL,NULL
Colorado,National Labor Relations Board,2020,90160.14,25160.14,258.345144
Colorado,National Labor Relations Board,2021,90160.14,90160.14,0
Colorado,National Labor Relations Board,2022,66177.84,90160.14,-26.59967
Colorado,National Labor Relations Board,2023,39865.73,66177.84,-39.759699
Colorado,National Labor Relations Board,2024,0,39865.73,-100
Colorado,National Labor Relations Board,2025,2281406.45,0,NULL
Colorado,National Science Foundation,2019,376275082.1,NULL,NULL
Colorado,National Science Foundation,2020,383096644.5,376275082.1,1.812918
Colorado,National Science Foundation,2021,369484606.7,383096644.5,-3.55316
Colorado,National Science Foundation,2022,386736190,369484606.7,4.669093
Colorado,National Science Foundation,2023,363153541.1,386736190,-6.097864
Colorado,National Science Foundation,2024,449168828.6,363153541.1,23.685652
Colorado,National Science Foundation,2025,460123738.3,449168828.6,2.438929
Colorado,National Transportation Safety Board,2019,5302.2,NULL,NULL
Colorado,National Transportation Safety Board,2020,13034.65,5302.2,145.834747
Colorado,National Transportation Safety Board,2022,90190.59,13034.65,591.92951
Colorado,National Transportation Safety Board,2023,10186,90190.59,-88.706138
Colorado,National Transportation Safety Board,2024,0,10186,-100
Colorado,National Transportation Safety Board,2025,42351.48,0,NULL
Colorado,Nuclear Regulatory Commission,2019,0,NULL,NULL
Colorado,Nuclear Regulatory Commission,2020,552209.1,0,NULL
Colorado,Nuclear Regulatory Commission,2021,501306.23,552209.1,-9.218042
Colorado,Nuclear Regulatory Commission,2022,405000,501306.23,-19.211057
Colorado,Nuclear Regulatory Commission,2023,629514.5,405000,55.435679
Colorado,Nuclear Regulatory Commission,2024,1424231.72,629514.5,126.242877
Colorado,Nuclear Regulatory Commission,2025,0,1424231.72,-100
Colorado,Occupational Safety and Health Review Commission,2019,82508.03,NULL,NULL
Colorado,Occupational Safety and Health Review Commission,2020,0,82508.03,-100
Colorado,Occupational Safety and Health Review Commission,2021,0,0,NULL
Colorado,Office of Personnel Management,2019,262535870.1,NULL,NULL
Colorado,Office of Personnel Management,2020,0,262535870.1,-100
Colorado,Office of Personnel Management,2021,0,0,NULL
Colorado,Office of Personnel Management,2022,0,0,NULL
Colorado,Office of Personnel Management,2023,0,0,NULL
Colorado,Office of Personnel Management,2024,1244131.2,0,NULL
Colorado,Peace Corps,2019,78868.55,NULL,NULL
Colorado,Peace Corps,2020,249231.83,78868.55,216.009144
Colorado,Peace Corps,2021,2243386.48,249231.83,800.120373
Colorado,Peace Corps,2024,2359322.57,2243386.48,5.167905
Colorado,Peace Corps,2025,3126222.95,2359322.57,32.505109
Colorado,Pension Benefit Guaranty Corporation,2019,84888.64,NULL,NULL
Colorado,Pension Benefit Guaranty Corporation,2020,15045.96,84888.64,-82.275649
Colorado,Railroad Retirement Board,2019,222423429,NULL,NULL
Colorado,Railroad Retirement Board,2020,232656835.6,222423429,4.600867
Colorado,Railroad Retirement Board,2021,232840050.7,232656835.6,0.078749
Colorado,Railroad Retirement Board,2022,233293865,232840050.7,0.194903
Colorado,Railroad Retirement Board,2023,242108255.9,233293865,3.778235
Colorado,Railroad Retirement Board,2024,245857364,242108255.9,1.548525
Colorado,Railroad Retirement Board,2025,246405009.1,245857364,0.222749
Colorado,Securities and Exchange Commission,2019,1808855.42,NULL,NULL
Colorado,Securities and Exchange Commission,2020,449967.76,1808855.42,-75.124172
Colorado,Securities and Exchange Commission,2021,78257.99,449967.76,-82.608089
Colorado,Securities and Exchange Commission,2022,0,78257.99,-100
Colorado,Securities and Exchange Commission,2023,0,0,NULL
Colorado,Securities and Exchange Commission,2024,8279,0,NULL
Colorado,Securities and Exchange Commission,2025,30265,8279,265.563473
Colorado,Selective Service System,2021,16008,NULL,NULL
Colorado,Selective Service System,2023,12342,16008,-22.901049
Colorado,Small Business Administration,2019,6459315.92,NULL,NULL
Colorado,Small Business Administration,2020,11270549937,6459315.92,174385.1944
Colorado,Small Business Administration,2021,5753214206,11270549937,-48.953562
Colorado,Small Business Administration,2022,336261493.3,5753214206,-94.155241
Colorado,Small Business Administration,2023,0,336261493.3,-100
Colorado,Small Business Administration,2024,12543646.02,0,NULL
Colorado,Small Business Administration,2025,2986318.31,12543646.02,-76.192581
Colorado,Social Security Administration,2019,15256130338,NULL,NULL
Colorado,Social Security Administration,2020,16178241586,15256130338,6.044201
Colorado,Social Security Administration,2021,16950712010,16178241586,4.774748
Colorado,Social Security Administration,2022,18296130835,16950712010,7.93724
Colorado,Social Security Administration,2023,20419864346,18296130835,11.607555
Colorado,Social Security Administration,2024,22198978824,20419864346,8.712665
Colorado,Social Security Administration,2025,24568315616,22198978824,10.673179
Colorado,U.S. Agency for Global Media,2019,52450,NULL,NULL
Colorado,U.S. Agency for Global Media,2020,567891.3,52450,982.728884
Colorado,U.S. Agency for Global Media,2021,12598.53,567891.3,-97.781524
Colorado,U.S. Agency for Global Media,2022,892906.11,12598.53,6987.383289
Colorado,U.S. Agency for Global Media,2023,456852,892906.11,-48.835382
